frame_index,filename,timestamp,found,x,y,r,score,inliers,flow_dx,flow_dy,flow_dist,flow_n,ransac_vs_flow_error,motion_dx,motion_dy,motion_dist,motion_angle_deg,motion_direction,motion_speed,rotation_label,rotation_score,mean_ang_deg,ccw_fraction,cw_fraction,rot_n,x_smooth,y_smooth,r_smooth,jump_flag,dx,dy,dr,dist_moved,dx_smooth,dy_smooth,dr_smooth,dist_moved_smooth,good_detection
20,maria_full_20170920_0310.png,2017-09-20T03:10:00,True,3953.716309,1766.649902,134.96951293945312,286.65765380859375,359,,,,0,,-9.475192134,-26.35141804,28.003151583040587,-109.7770874,N,2.800315158304058,CCW,0.6,43.975161463387934,0.6,0.4,30,3959.8751834805407,1783.778324068476,119.95250072772848,False,-10.96557617,-30.14282227,23.341529846191406,32.075436005115364,-3.316317247,-9.222996313,8.086083498620951,9.801103054064352,1
21,maria_full_20170920_0320.png,2017-09-20T03:20:00,True,3946.985595703125,1757.2064208984375,133.0720215,322.9043884277344,398,0.0,0.0,0.0,50,29.533159518575136,-12.88958778,-26.57190317,29.533159518575136,-115.8772512,NW,2.9533159518575136,Uncertain,,,,,0,3955.363827758445,1774.4781579589626,124.54433299255476,False,-6.730712891,-9.443481445,-1.897491455,11.596630451298644,-4.511355722,-9.30016611,4.591832265,10.336605831501306,1
22,maria_full_20170920_0330.png,2017-09-20T03:30:00,True,3944.323242,1788.7078857421875,121.6862564086914,283.6781311035156,331,-1.898262024,-0.591888428,1.988399009848042,1,17.414430422593618,-11.04058557,14.229727783224916,18.01054364904188,127.80723253413235,SW,1.801054364904188,CW,0.9444444444444444,-14.0728813,0.055555556,0.9444444444444444,36,3951.4996228086143,1779.4585626830913,123.5440061882026,False,-2.662353516,31.50146484,-11.38576508,31.613769366277378,-3.86420495,4.980404724128675,-1.000326804,6.303690277164345,1
23,maria_full_20170920_0340.png,2017-09-20T03:40:00,True,3946.709228515625,1786.5267333984375,113.97335815429688,285.1976623535156,319,-0.573989868,-0.835540771,1.013702495591139,49,8.958053445964012,-4.790394293,7.068170715346241,8.538554605059733,124.12713205129474,SW,0.8538554605059734,CW,0.6125,-0.117982083,0.3875,0.6125,80,3949.822984806068,1781.9324224334623,120.1942793763356,False,2.385986328,-2.181152344,-7.712898254,3.232701084951335,-1.676638003,2.473859750371048,-3.349726812,2.988494111770845,1
24,maria_full_20170920_0350.png,2017-09-20T03:50:00,True,3971.958496,1770.819091796875,113.57042694091795,285.7011719,339,0.0,0.0,0.0,50,24.76866927804554,22.13551128768177,-11.11333064,24.76866927804554,-26.65934685,NE,2.476866927804554,Uncertain,,,,,0,3957.570413756757,1778.0427567106567,117.87593102393942,False,25.24926758,-15.7076416,-0.402931213,29.736434182915936,7.7474289506885725,-3.889665723,-2.318348352,8.669034247315919,1
25,maria_full_20170920_0400.png,2017-09-20T04:00:00,True,3978.505859,1772.2364501953125,115.94280242919922,349.16949462890625,397,-0.326554298,-1.869182348,1.8974931780690265,50,21.623449936642377,20.935445618243193,-5.806306515,21.725700876716193,-15.50100028,E,2.172570087671619,Uncertain,0.55,0.1090340985841196,0.55,0.45,80,3964.897819723142,1776.010549430286,117.19933601578036,False,6.547363281,1.417358398,2.372375488,6.699020134787033,7.327405966385413,-2.03220728,-0.676595008,7.603995306850982,1
26,maria_full_20170920_0410.png,2017-09-20T04:10:00,True,3968.587646484375,1768.395996,118.83104705810548,400.3966674804687,432,-1.208438873,-3.322095871,3.5350594742391452,50,6.512925404151094,3.689826761,-7.614553337,8.461456378358452,-64.14630374,NE,0.8461456378358452,CCW,0.7,0.3091657718293389,0.7,0.3,80,3966.1892590895736,1773.3454557624984,117.77043488059414,False,-9.918212891,-3.840454102,2.888244629,10.635790269179257,1.2914393664314048,-2.665093668,0.5710988648137914,2.961509732425469,1
27,maria_full_20170920_0420.png,2017-09-20T04:20:00,True,3968.737305,1768.001953,119.30039978027344,419.1705017089844,448,0.0,0.0,0.0,50,5.919928783867647,2.548045597926375,-5.343502637,5.919928783867647,-64.50589148,NE,0.5919928783867647,Uncertain,,,,,0,3967.081075048848,1771.475229839374,118.30592259548187,False,0.149658203,-0.394042969,0.4693527221679687,0.4215061553333679,0.8918159592744814,-1.870225923,0.5354877148877506,2.071975074353835,1
28,maria_full_20170920_0430.png,2017-09-20T04:30:00,True,3943.131836,1787.6834716796875,116.73334503173828,372.4472656,422,-3.016876221,-3.10959053,4.332562220876855,49,28.484073860465728,-23.94923911,16.208241840313576,28.91838787980093,145.91084792022173,SW,2.891838787980093,CCW,0.7875,0.3421589675843381,0.7875,0.2125,80,3958.698841359877,1777.1481144834838,117.75552044817164,False,-25.60546875,19.68151855,-2.567054749,32.29554462,-8.382233689,5.6728846441098995,-0.550402147,10.12143575793022,1
29,maria_full_20170920_0440.png,2017-09-20T04:40:00,True,3938.548095703125,1806.099121,119.95050048828124,356.6775207519531,421,0.191253662,-2.321015358,2.328881760675794,49,37.30598201723762,-20.15074566,28.951006610266177,35.27340831661672,124.8390434400843,SW,3.5273408316616717,CCW,0.8125,0.2962200092139998,0.8125,0.1875,80,3951.6460803800137,1787.2809667970769,118.5237635,False,-4.583740234,18.41564941,3.2171554565429688,18.977534557415215,-7.05276098,10.132852313593048,0.7682430140383616,12.345692910815629,1
30,maria_full_20170920_0450.png,2017-09-20T04:50:00,True,3939.491943359375,1805.838623046875,120.57990264892578,367.14752197265625,415,0.0,0.0,0.0,50,22.18354462664007,-12.15413702,18.55765624979813,22.18354462664007,123.22236204143896,SW,2.2183544626640073,Uncertain,,,,,0,3947.3921324227904,1793.7761464845062,119.24341217756051,False,0.943847656,-0.260498047,0.6294021606445312,0.979136165522604,-4.253947957,6.4951796874292995,0.719648715,7.764240619323863,1
1,dorian_full_20190901_1600.png,2019-09-01T16:00:00,True,2679.847168,1347.2784423828125,67.16402435302734,246.9424743652344,266,,,,0,,,,,,,,Uncertain,,,,,0,2679.847168,1347.2784423828125,67.16402435302734,False,,,,,,,,,0
2,dorian_full_20190901_1610.png,2019-09-01T16:10:00,True,2676.803955078125,1344.323242,67.93097686767578,205.85935974121097,224,0.3699207305908203,0.3713645935058594,0.5241688737712479,50,4.766079564010651,-3.043212891,-2.955200195,4.241975116857854,-135.8406214,NW,0.4241975116857854,Uncertain,0.5125,-0.067629499,0.4875,0.5125,80,2678.7820434570312,1346.244122314453,67.43245773,False,-3.043212891,-2.955200195,0.7669525146484375,4.241975116857854,-1.065124512,-1.034320068,0.2684333801269503,1.4846912909002803,0
3,dorian_full_20190901_1620.png,2019-09-01T16:20:00,True,2673.524169921875,1347.0968017578125,66.44602203,183.56280517578125,204,0.455718994,0.1807632446289062,0.49026029028396,50,5.752965407,-5.257873535,0.8526794433594205,5.326565154470957,170.78842873372028,W,0.5326565154470957,Uncertain,0.525,-0.129679284,0.475,0.525,80,2676.9417877197266,1346.542560119629,67.08720523834228,False,-3.279785156,2.77355957,-1.484954834,4.295302476104552,-1.840255737,0.2984378051758085,-0.345252495,1.8642978040648368,0
4,dorian_full_20190901_1630.png,2019-09-01T16:30:00,True,2674.407715,1345.403809,65.59123229980469,201.47462463378903,219,0.5692100524902344,0.064826965,0.5728897095341264,50,3.328508092016454,-2.534072876,-1.138751526,2.7781793279865186,-155.8019936,NW,0.2778179327986518,Uncertain,0.5,0.0226876527402375,0.5,0.5,80,2676.0548622131346,1346.1439970855713,66.56361470985412,False,0.883544922,-1.692993164,-0.854789734,1.9096799424336672,-0.886925507,-0.398563034,-0.523590528,0.972362765,0
5,dorian_full_20190901_1640.png,2019-09-01T16:40:00,True,2661.573486328125,1342.8382568359375,57.698524475097656,123.4094009399414,160,0.8551826477050781,-0.16868782,0.8716610245381134,50,15.654108903764778,-14.48137589,-3.30574025,14.85389397164885,-167.1411246,W,1.485389397164885,Uncertain,0.5375,-0.101512532,0.4625,0.5375,80,2670.9863806533813,1344.9869879981993,63.460833127689355,False,-12.83422852,-2.565551758,-7.892707825,13.088142626564576,-5.06848156,-1.157009087,-3.102781582,5.198862890077089,0
6,dorian_full_20190901_1650.png,2019-09-01T16:50:00,True,2670.401611328125,1334.4508056640625,68.36727905273438,177.4259033203125,198,0.4439239501953125,0.3563461303710937,0.5692548095426712,44,10.940995667903094,-0.584769325,-10.53618233,10.552397516296343,-93.17671755,N,1.0552397516296346,Uncertain,0.55,0.052237906,0.55,0.45,80,2670.7817113895417,1341.2993241812514,65.17808920145511,False,8.828125,-8.387451172,10.66875457763672,12.177238117742968,-0.204669264,-3.687663817,1.7172560737657534,3.6933391307036936,0
7,dorian_full_20190901_1700.png,2019-09-01T17:00:00,True,2671.400879,1332.591797,68.55492401123047,185.52061462402344,204,1.2408370971679688,-0.534538269,1.3510765569647356,50,8.196598249859443,0.6191675167083304,-8.707527306,8.729513171011394,-85.93270581,N,0.8729513171011394,Uncertain,0.5375,0.1395746865673946,0.5375,0.4625,80,2670.99842,1338.2516896240634,66.35998138487648,False,0.999267578,-1.859008789,0.1876449584960937,2.1105566494419015,0.2167086308481884,-3.047634557,1.1818921834213685,3.0553296098540748,0
8,dorian_full_20190901_1710.png,2019-09-01T17:10:00,True,2675.066895,1322.995849609375,71.63391113,175.08763122558594,209,0.8548049926757812,-0.236639023,0.8869552427422874,46,15.359168929536276,4.068474510860142,-15.25584001,15.789019583219398,-75.06770447,N,1.5789019583219397,Uncertain,0.525,-0.05719335,0.475,0.525,80,2672.422386099191,1332.9121456189223,68.20585679665409,False,3.666015625,-9.595947266,3.0789871215820312,10.272384070282811,1.423966078801186,-5.339544005,1.8458754117776124,5.526156854126747,0
9,dorian_full_20190901_1720.png,2019-09-01T17:20:00,True,2661.068848,1344.0689697265625,66.91071319580078,186.6804046630859,219,1.1561203002929688,-0.350517273,1.208087955152795,49,16.997366487829566,-11.35353844,11.156824107639975,15.917837772265326,135.50068559585054,SW,1.5917837772265326,Uncertain,0.5,-0.018719691,0.5,0.5,80,2668.4486476441616,1336.8170340565966,67.75255653635543,False,-13.99804688,21.07312012,-4.723197937,25.29865031554272,-3.973738455,3.904888437674117,-0.45330026,5.57124322,0
